AttPercent	SuspensionCount 	IsMoble	IsMale	IsWhite	IsBlack	IsAsian	IsOtherRace	IsELL	IsUrbanRsd	HighNeeds	IsFreeLunch	IsReducedLunch	IsSpecialEd	IsFirstLangEng	IsMcasElaP	IsMcasElaNI	IsMcasElaW	IsMcasElaP	IsMcasElaNI	IsMcasElaW	LogCount	M1CourseCount(<B)	Q1CourseCount(<B)	Q2CourseCount(<B)	Q3CourseCount(<B)	Q4CourseCount(<B)	Y1Fail
0.91588785	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0
0.962616822	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0
0.757009346	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.962616822	0	1	1	0	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	19	0	2	1	1	2	1
0.897196262	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	3	0	2	2	0	1	1
0.943925234	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	2	4	4	2	1
0.785046729	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	3	0	1	3	4	1	1
0.738317757	0	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	3	0	1	0	1	0	1
0.775700935	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0
0.76635514	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0
0.869158879	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.953271028	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	3	2	1
0.981308411	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
0.897196262	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.925233645	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	2	4	5	2	1
0.906542056	9	1	1	0	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0	1	33	0	3	6	5	4	1
0.859813084	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0
0.775700935	1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	7	0	0	0	1	0	0
0.841121495	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.981308411	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.91588785	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0
0.971962617	0	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
0.76635514	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
0.859813084	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	3	0	0
0.794392523	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0	0	0
0.654205607	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	4	0	1	1	3	2	1
0.906542056	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0
0.841121495	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	6	5	5	4	1
0.831775701	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2	0	2	1	0	1	0
1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.91588785	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	2	5	5	3	1
1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0
0.943925234	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
0.85046729	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1
0.747663551	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	6	0	2	1	3	2	1
0.925233645	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
0.644859813	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	6	0	5	4	4	2	1
0.962616822	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.990654206	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0
0.878504673	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	2	4	1
0.934579439	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.953271028	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.869158879	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	1	0
0.728971963	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0
1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	3	0	0	1	2	2	0
0.822429907	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	4	1
0.91588785	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	2	3	2	3	1
0.831775701	0	1	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	2	2	0	0	0
0.971962617	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.887850467	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	2	0	4	1	5	0	1
0.953271028	0	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.887850467	0	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.906542056	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0
0.925233645	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.953271028	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0
0.943925234	0	1	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.971962617	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.943925234	0	1	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	2	0	0	0	0	1	0
0.990654206	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.869158879	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.906542056	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	2	0	0
0.91588785	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.668224299	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	3	0	0	0	0	0	0
0.822429907	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	3	0	1	0	0	0	0
0.925233645	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.897196262	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0
0.91588785	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.841121495	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0
0.953271028	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	2	0	0	0	2	4	1
0.869158879	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.962616822	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0
0.943925234	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0
0.85046729	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0
0.925233645	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.962616822	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	2	3	2	4	1
0.96728972	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	6	0	1	0	1	1	0
0.813084112	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.752336449	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	2	0	4	4	2	4	1
0.990654206	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.943925234	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.771028037	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	3	2	1	4	1
0.813084112	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	21	0	4	5	6	0	1
0.878504673	0	1	0	1	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	4	4	4	4	1
0.897196262	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	2	0	1
1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.990654206	0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.780373832	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.91588785	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
0.504672897	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	8	0	1	2	3	2	1
0.934579439	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	4	0	0	0	0	0	0
0.775700935	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	3	4	1
0.897196262	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.943925234	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	3	2	2	2	1
0.841121495	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0
0.887850467	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.943925234	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	3	0	2	4	1	3	1
0.663551402	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	2	1	0	4	0
0.981308411	0	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.971962617	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1
0.981308411	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	3	2	1
1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2	3	1	1
0.878504673	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	1	0	1	1	1
0.981308411	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0
0.990654206	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
0.953271028	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0
0.878504673	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
0.943925234	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	0
0.897196262	0	1	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0	1	0
0.962616822	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0
0.794392523	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	4	0	1	2	1	2	1
0.794392523	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	12	0	3	4	4	3	1
0.822429907	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.794392523	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.878504673	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	2	1	0
0.719626168	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	4	0	0	2	2	3	1
0.859813084	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.91588785	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.906542056	0	1	0	0	0	1	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	3	4	3	5	1
0.831775701	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	14	0	4	5	6	4	1
0.906542056	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.971962617	0	1	1	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	11	0	0	1	3	2	1
0.934579439	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.934579439	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	3	0	2	1	1
0.887850467	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0
0.971962617	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.747663551	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	5	0	1	0	1	0	0
0.962616822	0	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0
0.906542056	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
0.822429907	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	3	3	3	1
0.981308411	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0
0.981308411	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.981308411	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
0.953271028	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.990654206	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0
0.971962617	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.962616822	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	3	4	1
0.906542056	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1	3	1
0.91588785	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0
0.925233645	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1	0
0.943925234	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	2	0	1	0
0.925233645	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.962616822	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.934579439	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	10	0	0	4	5	3	1
0.962616822	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.859813084	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0
0.841121495	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	2	3	1	4	4	4	1
0.91588785	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	8	3	3	3	3	2	1
0.925233645	0	1	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	5	3	2	3	4	2	1
0.46728972	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	70	2	3	4	3	3	1
0.859813084	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	9	5	1	2	3	3	1
0.401869159	1	1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	114	4	5	4	6	3	1
0.785046729	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	13	4	2	4	2	2	1
0.91588785	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	23	2	4	3	4	5	1
0.682242991	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.672897196	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	27	5	1	1	3	4	1
0.794392523	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
0.794392523	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
0.934579439	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.757009346	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	16	4	2	3	4	5	1
0.682242991	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	35	4	3	3	5	4	1
0.91588785	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	10	2	1	1	0	0	0
0.551401869	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	5	0	0	0	0	0	0
0.794392523	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	11	2	0	0	0	1	0
0.747663551	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	47	0	0	2	1	1	0
0.607476636	8	1	1	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	0	140	2	2	4	6	5	1
0.841121495	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	8	4	2	2	1	1	1
0.953271028	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0
0.841121495	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	58	3	3	3	4	3	1
0.785046729	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
0.859813084	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.775700935	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	3	3	2	3	3	2	1
0.869158879	0	1	1	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0	24	2	0	0	2	1	1
0.691588785	0	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	16	4	3	3	3	4	1
0.691588785	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	11	4	1	4	5	4	1
0.869158879	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	3	4	2	3	2	2	1
0.85046729	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14	2	0	0	0	0	0
0.822429907	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1
0.644859813	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	5	3	0	3	2	0	1
1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.728971963	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	6	3	0	0	0	0	0
0.700934579	0	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	2	1	0	0	0	0	0
0.682242991	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.719626168	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	45	5	2	4	3	2	1
0.91588785	0	1	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0
0.897196262	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	2	1	1	3	3	1
0.869158879	0	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0
0.962616822	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.925233645	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.612149533	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	5	2	0	0	0	0	0
0.85046729	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
0.495327103	0	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	9	1	0	0	0	0	0
0.719626168	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	8	3	2	2	2	2	1
0.841121495	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0
0.677570093	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	39	4	3	5	5	5	1
0.794392523	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	9	0	0	0	2	1	1
0.785046729	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0
0.803738318	0	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	21	5	5	3	5	3	1
0.841121495	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	5	0	0	0	0	0	0
0.91588785	0	1	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	34	4	1	3	6	4	1
